replication_id,margin,voll_multiplier,model,theta_doc,boundary_selected,scale_factor
E2023,1.4,2.0,ENTSOE,0.05,False,0.6880809401039748
E2023,1.4,2.0,SARIMAX,0.2,False,0.6880809401039748
E2023,1.4,2.0,LSTM,0.15,False,0.6880809401039748
E2023,1.4,5.0,ENTSOE,0.05,False,0.6880809401039748
E2023,1.4,5.0,SARIMAX,0.225,False,0.6880809401039748
E2023,1.4,5.0,LSTM,0.15,False,0.6880809401039748
E2024,1.0,0.5,ENTSOE,-0.025,False,0.9695648272841954
E2024,1.0,0.5,SARIMAX,0.05,False,0.9695648272841954
E2024,1.0,0.5,LSTM,0.05,False,0.9695648272841954
E2024,1.0,1.0,ENTSOE,0.0,False,0.9695648272841954
E2024,1.0,1.0,SARIMAX,0.075,False,0.9695648272841954
E2024,1.0,1.0,LSTM,0.05,False,0.9695648272841954
E2024,1.0,2.0,ENTSOE,0.0,False,0.9695648272841954
E2024,1.0,2.0,SARIMAX,0.1,False,0.9695648272841954
E2024,1.0,2.0,LSTM,0.075,False,0.9695648272841954
E2024,1.0,5.0,ENTSOE,0.025,False,0.9695648272841954
E2024,1.0,5.0,SARIMAX,0.125,False,0.9695648272841954
E2024,1.0,5.0,LSTM,0.125,False,0.9695648272841954
E2024,1.1,0.5,ENTSOE,0.0,False,0.8814225702583592
E2024,1.1,0.5,SARIMAX,0.075,False,0.8814225702583592
E2024,1.1,0.5,LSTM,0.05,False,0.8814225702583592
E2024,1.1,1.0,ENTSOE,0.0,False,0.8814225702583592
E2024,1.1,1.0,SARIMAX,0.1,False,0.8814225702583592
E2024,1.1,1.0,LSTM,0.075,False,0.8814225702583592
E2024,1.1,2.0,ENTSOE,0.0,False,0.8814225702583592
E2024,1.1,2.0,SARIMAX,0.125,False,0.8814225702583592
E2024,1.1,2.0,LSTM,0.1,False,0.8814225702583592
E2024,1.1,5.0,ENTSOE,0.025,False,0.8814225702583592
E2024,1.1,5.0,SARIMAX,0.125,False,0.8814225702583592
E2024,1.1,5.0,LSTM,0.15,False,0.8814225702583592
E2024,1.2,0.5,ENTSOE,0.025,False,0.8079706894034961
E2024,1.2,0.5,SARIMAX,0.1,False,0.8079706894034961
E2024,1.2,0.5,LSTM,0.075,False,0.8079706894034961
E2024,1.2,1.0,ENTSOE,0.025,False,0.8079706894034961
E2024,1.2,1.0,SARIMAX,0.1,False,0.8079706894034961
E2024,1.2,1.0,LSTM,0.1,False,0.8079706894034961
E2024,1.2,2.0,ENTSOE,0.05,False,0.8079706894034961
E2024,1.2,2.0,SARIMAX,0.125,False,0.8079706894034961
E2024,1.2,2.0,LSTM,0.125,False,0.8079706894034961
E2024,1.2,5.0,ENTSOE,0.05,False,0.8079706894034961
E2024,1.2,5.0,SARIMAX,0.15,False,0.8079706894034961
E2024,1.2,5.0,LSTM,0.175,False,0.8079706894034961
E2024,1.3,0.5,ENTSOE,0.05,False,0.7458190979109194
E2024,1.3,0.5,SARIMAX,0.125,False,0.7458190979109194
E2024,1.3,0.5,LSTM,0.125,False,0.7458190979109194
E2024,1.3,1.0,ENTSOE,0.05,False,0.7458190979109194
E2024,1.3,1.0,SARIMAX,0.125,False,0.7458190979109194
E2024,1.3,1.0,LSTM,0.15,False,0.7458190979109194
E2024,1.3,2.0,ENTSOE,0.05,False,0.7458190979109194
E2024,1.3,2.0,SARIMAX,0.15,False,0.7458190979109194
E2024,1.3,2.0,LSTM,0.15,False,0.7458190979109194
E2024,1.3,5.0,ENTSOE,0.05,False,0.7458190979109194
E2024,1.3,5.0,SARIMAX,0.15,False,0.7458190979109194
E2024,1.3,5.0,LSTM,0.175,False,0.7458190979109194
E2024,1.4,0.5,ENTSOE,0.05,False,0.6925463052029968
E2024,1.4,0.5,SARIMAX,0.15,False,0.6925463052029968
E2024,1.4,0.5,LSTM,0.175,False,0.6925463052029968
E2024,1.4,1.0,ENTSOE,0.05,False,0.6925463052029968
E2024,1.4,1.0,SARIMAX,0.15,False,0.6925463052029968
E2024,1.4,1.0,LSTM,0.175,False,0.6925463052029968
E2024,1.4,2.0,ENTSOE,0.05,False,0.6925463052029968
E2024,1.4,2.0,SARIMAX,0.175,False,0.6925463052029968
E2024,1.4,2.0,LSTM,0.2,False,0.6925463052029968
E2024,1.4,5.0,ENTSOE,0.05,False,0.6925463052029968
E2024,1.4,5.0,SARIMAX,0.175,False,0.6925463052029968
E2024,1.4,5.0,LSTM,0.225,False,0.6925463052029968
E2025,1.0,0.5,ENTSOE,-0.025,False,0.9785514850150213
E2025,1.0,0.5,SARIMAX,0.075,False,0.9785514850150213
E2025,1.0,0.5,LSTM,0.05,False,0.9785514850150213
E2025,1.0,1.0,ENTSOE,0.0,False,0.9785514850150213
E2025,1.0,1.0,SARIMAX,0.1,False,0.9785514850150213
E2025,1.0,1.0,LSTM,0.075,False,0.9785514850150213
E2025,1.0,2.0,ENTSOE,0.025,False,0.9785514850150213
E2025,1.0,2.0,SARIMAX,0.125,False,0.9785514850150213
E2025,1.0,2.0,LSTM,0.075,False,0.9785514850150213
E2025,1.0,5.0,ENTSOE,0.025,False,0.9785514850150213
E2025,1.0,5.0,SARIMAX,0.15,False,0.9785514850150213
E2025,1.0,5.0,LSTM,0.1,False,0.9785514850150213
E2025,1.1,0.5,ENTSOE,0.0,False,0.8895922591045646
E2025,1.1,0.5,SARIMAX,0.075,False,0.8895922591045646
E2025,1.1,0.5,LSTM,0.075,False,0.8895922591045646
E2025,1.1,1.0,ENTSOE,0.0,False,0.8895922591045646
E2025,1.1,1.0,SARIMAX,0.1,False,0.8895922591045646
E2025,1.1,1.0,LSTM,0.075,False,0.8895922591045646
E2025,1.1,2.0,ENTSOE,0.025,False,0.8895922591045646
E2025,1.1,2.0,SARIMAX,0.125,False,0.8895922591045646
E2025,1.1,2.0,LSTM,0.1,False,0.8895922591045646
E2025,1.1,5.0,ENTSOE,0.025,False,0.8895922591045646
E2025,1.1,5.0,SARIMAX,0.15,False,0.8895922591045646
E2025,1.1,5.0,LSTM,0.125,False,0.8895922591045646
E2025,1.2,0.5,ENTSOE,0.025,False,0.8154595708458511
E2025,1.2,0.5,SARIMAX,0.1,False,0.8154595708458511
E2025,1.2,0.5,LSTM,0.075,False,0.8154595708458511
E2025,1.2,1.0,ENTSOE,0.025,False,0.8154595708458511
E2025,1.2,1.0,SARIMAX,0.125,False,0.8154595708458511
E2025,1.2,1.0,LSTM,0.1,False,0.8154595708458511
E2025,1.2,2.0,ENTSOE,0.025,False,0.8154595708458511
E2025,1.2,2.0,SARIMAX,0.125,False,0.8154595708458511
E2025,1.2,2.0,LSTM,0.125,False,0.8154595708458511
E2025,1.2,5.0,ENTSOE,0.05,False,0.8154595708458511
E2025,1.2,5.0,SARIMAX,0.15,False,0.8154595708458511
E2025,1.2,5.0,LSTM,0.15,False,0.8154595708458511
E2025,1.3,0.5,ENTSOE,0.025,False,0.7527319115500163
E2025,1.3,0.5,SARIMAX,0.125,False,0.7527319115500163
E2025,1.3,0.5,LSTM,0.1,False,0.7527319115500163
E2025,1.3,1.0,ENTSOE,0.05,False,0.7527319115500163
E2025,1.3,1.0,SARIMAX,0.125,False,0.7527319115500163
E2025,1.3,1.0,LSTM,0.125,False,0.7527319115500163
E2025,1.3,2.0,ENTSOE,0.05,False,0.7527319115500163
E2025,1.3,2.0,SARIMAX,0.15,False,0.7527319115500163
E2025,1.3,2.0,LSTM,0.15,False,0.7527319115500163
E2025,1.3,5.0,ENTSOE,0.05,False,0.7527319115500163
E2025,1.3,5.0,SARIMAX,0.15,False,0.7527319115500163
E2025,1.3,5.0,LSTM,0.175,False,0.7527319115500163
E2025,1.4,0.5,ENTSOE,0.05,False,0.698965346439301
E2025,1.4,0.5,SARIMAX,0.15,False,0.698965346439301
E2025,1.4,0.5,LSTM,0.125,False,0.698965346439301
E2025,1.4,1.0,ENTSOE,0.05,False,0.698965346439301
E2025,1.4,1.0,SARIMAX,0.15,False,0.698965346439301
E2025,1.4,1.0,LSTM,0.15,False,0.698965346439301
E2025,1.4,2.0,ENTSOE,0.05,False,0.698965346439301
E2025,1.4,2.0,SARIMAX,0.15,False,0.698965346439301
E2025,1.4,2.0,LSTM,0.175,False,0.698965346439301
E2025,1.4,5.0,ENTSOE,0.075,False,0.698965346439301
E2025,1.4,5.0,SARIMAX,0.175,False,0.698965346439301
E2025,1.4,5.0,LSTM,0.175,False,0.698965346439301
