l1_radius,n_vectors,mean_region_2024,mean_region_2025,min_region_2025,max_region_2025
0.1,7,56.31652509652509,54.24583011583012,52.8127027027027,55.81378378378379
0.2,19,56.051194879089614,54.68041251778094,51.994864864864866,56.800810810810816
