data_file,n_rows,n_columns,seasons,n_players,budget_max,n_formations,rows_2026_used
data/raw/fantasy_football/cartola_base_modelagem_2021_2026.csv,146361,87,"2021,2022,2023,2024,2025",2440,110.0,7,0
