season,round_target,position_id,position,n_train_performance,n_predicted,max_train_time_key,target_time_key,strict_no_future_training
2025,32,1,goleiro,3378,88,202531,202532,True
2025,32,2,lateral,8360,128,202531,202532,True
2025,32,3,zagueiro,8027,135,202531,202532,True
2025,32,4,meia,17922,239,202531,202532,True
2025,32,5,atacante,14572,192,202531,202532,True
2025,32,6,tecnico,3480,20,202531,202532,True
2025,33,1,goleiro,3398,88,202532,202533,True
2025,33,2,lateral,8410,128,202532,202533,True
2025,33,3,zagueiro,8072,135,202532,202533,True
2025,33,4,meia,18036,239,202532,202533,True
2025,33,5,atacante,14659,191,202532,202533,True
2025,33,6,tecnico,3500,20,202532,202533,True
2025,34,1,goleiro,3418,89,202533,202534,True
2025,34,2,lateral,8464,128,202533,202534,True
2025,34,3,zagueiro,8120,135,202533,202534,True
2025,34,4,meia,18143,239,202533,202534,True
2025,34,5,atacante,14748,191,202533,202534,True
2025,34,6,tecnico,3520,20,202533,202534,True
2025,35,1,goleiro,3433,89,202534,202535,True
2025,35,2,lateral,8505,128,202534,202535,True
2025,35,3,zagueiro,8152,136,202534,202535,True
2025,35,4,meia,18214,239,202534,202535,True
2025,35,5,atacante,14811,191,202534,202535,True
2025,35,6,tecnico,3540,20,202534,202535,True
2025,36,1,goleiro,3451,91,202535,202536,True
2025,36,2,lateral,8552,128,202535,202536,True
2025,36,3,zagueiro,8195,136,202535,202536,True
2025,36,4,meia,18314,239,202535,202536,True
2025,36,5,atacante,14891,191,202535,202536,True
2025,36,6,tecnico,3560,20,202535,202536,True
2025,37,1,goleiro,3465,91,202536,202537,True
2025,37,2,lateral,8590,128,202536,202537,True
2025,37,3,zagueiro,8226,136,202536,202537,True
2025,37,4,meia,18393,240,202536,202537,True
2025,37,5,atacante,14952,191,202536,202537,True
2025,37,6,tecnico,3580,20,202536,202537,True
2025,38,1,goleiro,3481,92,202537,202538,True
2025,38,2,lateral,8629,128,202537,202538,True
2025,38,3,zagueiro,8265,136,202537,202538,True
2025,38,4,meia,18484,240,202537,202538,True
2025,38,5,atacante,15019,191,202537,202538,True
2025,38,6,tecnico,3600,20,202537,202538,True
