temporada,rodada_target,strategy,score_column,operational_utility_no_captain,objective_value,cost_total,budget_remaining,budget_binding_indicator,formation_selected,n_selected,lineup_signature
2025,13,FAME-DOC,score_fame_doc,42.0,10.9414030261348,109.32,0.6800000000000068,False,4-3-3,12,103056|104204|104250|104271|107554|109401|110818|70360|91866|96610|97145|99815
2025,14,FAME-DOC,score_fame_doc,89.86999999999999,11.231963788300835,109.89999999999999,0.10000000000000853,False,4-3-3,12,103056|104204|105842|106593|130811|131617|37457|78850|80287|90703|96610|98672
2025,15,FAME-DOC,score_fame_doc,49.779999999999994,10.941781767955801,109.72,0.28000000000000114,False,4-3-3,12,106593|107554|110818|122486|133669|72018|78850|82627|87342|90703|96610|99267
2025,16,FAME-DOC,score_fame_doc,45.4,11.266986301369862,109.77,0.23000000000000398,False,4-3-3,12,102340|103056|105842|126471|130811|131617|37457|70360|78850|80287|90703|96610
2025,17,FAME-DOC,score_fame_doc,52.24,11.016256830601094,109.91000000000001,0.0899999999999892,False,4-3-3,12,103056|105647|106593|107554|110818|130811|131617|68685|70360|80287|97867|99267
2025,18,FAME-DOC,score_fame_doc,72.12,10.98972972972973,109.63,0.37000000000000455,False,4-3-3,12,103056|105647|106593|107093|110818|126471|130811|131617|70360|80287|96610|97900
2025,19,FAME-DOC,score_fame_doc,33.36,10.977897574123991,109.95999999999998,0.040000000000020464,False,4-3-3,12,103056|105647|106593|110818|122486|126216|130811|78850|80287|96610|97867|98517
2025,20,FAME-DOC,score_fame_doc,33.169999999999995,11.077510040160643,109.97999999999999,0.020000000000010232,False,4-3-3,12,103056|105842|106593|107554|108713|110818|126471|63007|70360|78850|80287|96610
2025,21,FAME-DOC,score_fame_doc,74.94000000000001,11.082142857142857,109.73,0.269999999999996,False,4-3-3,12,103056|104075|105300|126471|131617|145269|78850|80287|82775|93886|94207|96610
2025,22,FAME-DOC,score_fame_doc,73.09,11.098044328552804,109.21999999999998,0.7800000000000153,False,4-3-3,12,103056|126471|131617|132071|145269|68899|78850|82775|87887|96610|97653|97810
2025,23,FAME-DOC,score_fame_doc,49.10000000000001,11.095736434108526,109.47,0.5300000000000011,False,4-3-3,12,103056|105300|105584|107873|110818|122486|68899|70360|71684|78850|80287|96610
2025,24,FAME-DOC,score_fame_doc,43.589999999999996,10.963372093023258,109.63,0.37000000000000455,False,4-3-3,12,106593|107093|107231|122486|145269|71684|78850|80287|86508|96610|97810|98672
2025,25,FAME-DOC,score_fame_doc,20.259999999999998,11.021548387096773,109.95000000000002,0.04999999999998295,False,4-3-3,12,104118|104758|105300|108713|114802|145269|68899|70360|71684|80061|82775|98517
2025,26,FAME-DOC,score_fame_doc,63.209999999999994,11.074363867684479,109.82000000000001,0.1799999999999926,False,4-3-3,12,103056|104075|122486|133669|145269|68899|71684|78850|80287|82775|93886|96610
2025,27,FAME-DOC,score_fame_doc,58.56,11.089390088945363,109.82000000000001,0.1799999999999926,False,4-3-3,12,103056|105436|117330|122486|143194|68685|68899|70360|71684|78850|82775|93411
2025,28,FAME-DOC,score_fame_doc,63.019999999999996,11.069961977186312,109.94,0.060000000000002274,False,4-3-3,12,104075|104118|104758|105436|112886|114802|117330|143194|78850|80287|89274|89837
2025,29,FAME-DOC,score_fame_doc,64.7,11.089836888331241,109.39999999999999,0.6000000000000085,False,4-3-3,12,100830|100848|115248|122486|126216|68899|71684|78850|80287|89274|92075|97653
2025,30,FAME-DOC,score_fame_doc,55.42000000000001,11.072807017543859,109.84,0.1599999999999966,False,4-3-3,12,103347|104758|113103|115248|122486|126216|126471|70449|71684|92075|96610|97867
2025,31,FAME-DOC,score_fame_doc,60.879999999999995,11.090499999999999,109.49999999999999,0.5000000000000142,False,4-3-3,12,104758|106708|113103|126471|68996|70360|70449|71684|90703|91772|92075|96610
2025,32,FAME-DOC,score_fame_doc,62.45,11.110910224438904,109.99000000000001,0.009999999999990905,False,4-3-3,12,103056|104075|106708|107873|113103|122486|126216|126471|71684|78850|92075|96610
2025,33,FAME-DOC,score_fame_doc,63.569999999999986,11.094943820224719,109.67999999999998,0.3200000000000216,False,4-3-3,12,104084|104758|122486|126471|132264|68996|71684|78248|78850|92075|96610|98517
2025,34,FAME-DOC,score_fame_doc,75.21000000000001,11.191895261845387,109.61,0.39000000000000057,False,4-3-3,12,100652|103056|104075|106708|122486|126471|68685|78248|78850|80287|92075|98517
2025,35,FAME-DOC,score_fame_doc,63.949999999999996,11.100435865504359,109.91,0.09000000000000341,False,4-3-3,12,102253|103056|103912|105436|106708|108274|113103|115248|122486|132264|78850|96610
2025,36,FAME-DOC,score_fame_doc,55.87,11.122422360248446,109.66,0.3400000000000034,False,4-3-3,12,105436|106708|108274|115248|122486|68996|71684|78850|79266|92075|95131|96610
2025,37,FAME-DOC,score_fame_doc,47.49999999999999,11.264640198511168,109.94999999999999,0.05000000000001137,False,4-3-3,12,103056|106593|108274|122486|126471|132264|68685|78850|92075|96610|97468|98384
2025,38,FAME-DOC,score_fame_doc,38.660000000000004,11.161771995043372,109.92000000000002,0.07999999999998408,False,4-3-3,12,106708|108274|122486|126471|130811|132071|68685|72391|78248|87008|95131|96610
2025,2,Expected-only normalized representation,score_expected_only_normalized,32.78,10.654281098546042,110.0,0.0,True,4-3-3,12,104027|109096|113078|70916|81881|82627|89256|90768|93478|97653|99228|99267
2025,3,Expected-only normalized representation,score_expected_only_normalized,54.37,11.054896142433234,109.49000000000001,0.5099999999999909,False,4-3-3,12,107771|110510|111594|112709|142279|37715|89256|90285|93879|94207|94509|99815
2025,4,Expected-only normalized representation,score_expected_only_normalized,68.33,11.199417758369723,109.59,0.4099999999999966,False,4-3-3,12,104085|110818|112709|112886|117910|72018|87999|91607|92087|94968|95131|98672
2025,5,Expected-only normalized representation,score_expected_only_normalized,49.38,11.303597122302158,109.77,0.23000000000000398,False,4-3-3,12,101290|102975|104085|104118|112709|117910|122302|37457|71684|89256|91607|98672
2025,6,Expected-only normalized representation,score_expected_only_normalized,70.55000000000001,11.300142247510669,109.63999999999999,0.36000000000001364,False,4-3-3,12,101290|102975|107111|110818|112709|141754|70360|71684|79066|90768|91607|98672
2025,7,Expected-only normalized representation,score_expected_only_normalized,52.449999999999996,11.308988764044944,109.19,0.8100000000000023,False,4-3-3,12,104027|112709|70360|71684|78850|79066|89256|90768|94207|96610|98909|99815
2025,8,Expected-only normalized representation,score_expected_only_normalized,64.03,11.233893557422968,109.84,0.1599999999999966,False,4-3-3,12,104085|104271|122302|37457|68899|70360|71684|78850|79066|91607|96610|99815
2025,9,Expected-only normalized representation,score_expected_only_normalized,40.6,11.30952380952381,109.80999999999999,0.19000000000001194,False,4-3-3,12,102975|104085|104271|110727|112886|37457|70360|71684|87999|91607|91808|99815
2025,10,Expected-only normalized representation,score_expected_only_normalized,55.95,11.361227336122733,109.00999999999999,0.9900000000000091,False,4-3-3,12,104027|104118|104204|112709|71684|78850|89256|90703|90768|91607|98909|99815
2025,11,Expected-only normalized representation,score_expected_only_normalized,75.86,11.331944444444446,109.99,0.010000000000005116,False,4-3-3,12,104027|104204|107726|112709|132553|71684|78850|85004|87999|90703|91607|99815
2025,12,Expected-only normalized representation,score_expected_only_normalized,68.72,11.458677685950413,109.77,0.23000000000000398,False,4-3-3,12,104250|104994|107554|109401|111683|112709|115248|122486|126977|87999|91607|96610
2025,13,Expected-only normalized representation,score_expected_only_normalized,44.199999999999996,11.181568088033014,109.99,0.010000000000005116,False,4-3-3,12,104118|104994|107554|107726|110727|112709|112886|132580|37457|71684|96610|99815
2025,14,Expected-only normalized representation,score_expected_only_normalized,86.92999999999999,11.42200557103064,109.84,0.1599999999999966,False,4-3-3,12,103056|104027|112886|115248|130811|70360|71684|78850|80287|90703|90768|96610
2025,15,Expected-only normalized representation,score_expected_only_normalized,49.07999999999999,11.187845303867404,109.56000000000002,0.4399999999999835,False,4-3-3,12,106593|107554|107726|112709|112886|122486|142890|37457|71684|72018|90703|96610
2025,16,Expected-only normalized representation,score_expected_only_normalized,46.14999999999999,11.419178082191781,109.93,0.06999999999999318,False,4-3-3,12,103056|104027|106593|107726|112709|131617|70360|71684|78850|84558|90703|96610
2025,17,Expected-only normalized representation,score_expected_only_normalized,47.449999999999996,11.207650273224044,109.72000000000001,0.2799999999999869,False,4-3-3,12,103056|104027|105647|106593|107554|107726|112709|122486|142890|68685|71684|80287
2025,18,Expected-only normalized representation,score_expected_only_normalized,56.92999999999999,11.239189189189188,109.89999999999999,0.10000000000000853,False,4-3-3,12,104027|104118|105647|106593|107726|110510|112709|112886|126471|68685|71684|80287
2025,19,Expected-only normalized representation,score_expected_only_normalized,44.31999999999999,11.223719676549864,109.88,0.12000000000000455,False,4-3-3,12,104027|104118|105647|107726|112709|126216|71684|78850|80287|93886|96610|97867
2025,20,Expected-only normalized representation,score_expected_only_normalized,31.450000000000003,11.255689424364123,109.91,0.09000000000000341,False,4-3-3,12,103056|104027|106593|107093|107726|112886|126471|71684|78850|80287|93886|96610
2025,21,Expected-only normalized representation,score_expected_only_normalized,99.71000000000001,11.256613756613758,109.7,0.29999999999999716,False,4-3-3,12,103056|104027|105300|112709|122486|126471|131617|71684|78850|80287|93886|96610
2025,22,Expected-only normalized representation,score_expected_only_normalized,68.72999999999999,11.297262059973924,109.80999999999999,0.19000000000001194,False,4-3-3,12,104027|122486|126471|132071|68899|71684|78850|79973|82775|87887|96610|97810
2025,23,Expected-only normalized representation,score_expected_only_normalized,73.97999999999999,11.392764857881136,108.74999999999999,1.2500000000000142,False,4-3-3,12,104027|105300|112709|112886|122486|126216|51772|68899|71684|79973|82775|96610
2025,24,Expected-only normalized representation,score_expected_only_normalized,67.60999999999999,11.20671834625323,109.86,0.14000000000000057,False,4-3-3,12,104027|104118|105175|106593|112709|112886|122486|68685|68899|71684|80287|98672
2025,25,Expected-only normalized representation,score_expected_only_normalized,33.75,11.300645161290321,109.88999999999999,0.11000000000001364,False,4-3-3,12,104027|104118|104758|108713|112709|126216|68899|70360|71684|80061|88087|96610
2025,26,Expected-only normalized representation,score_expected_only_normalized,49.949999999999996,11.377862595419847,109.81000000000002,0.18999999999998352,False,4-3-3,12,104027|104118|112709|112886|122486|133669|68685|68899|71684|82775|88087|93886
2025,27,Expected-only normalized representation,score_expected_only_normalized,64.85,11.303684879288436,109.96,0.04000000000000625,False,4-3-3,12,104027|104118|105436|112709|122486|126216|68685|68899|71684|78850|88312|98384
2025,28,Expected-only normalized representation,score_expected_only_normalized,64.58,11.247148288973383,109.45,0.5499999999999972,False,4-3-3,12,104027|104075|104118|108713|112709|112886|122486|68899|78850|89837|96610|97653
2025,29,Expected-only normalized representation,score_expected_only_normalized,70.7,11.338770388958595,109.79999999999998,0.20000000000001705,False,4-3-3,12,101727|115248|122486|126216|68899|70449|71684|78850|80287|92075|93886|97653
2025,30,Expected-only normalized representation,score_expected_only_normalized,52.93000000000001,11.343358395989974,109.92,0.0799999999999983,False,4-3-3,12,101727|104027|104085|104118|104758|113103|115248|122486|126216|126471|71684|82455
2025,31,Expected-only normalized representation,score_expected_only_normalized,53.45,11.32625,109.44999999999999,0.5500000000000114,False,4-3-3,12,104027|104758|112709|113103|126471|70360|70449|71684|90703|91772|93988|96610
2025,32,Expected-only normalized representation,score_expected_only_normalized,46.39,11.359102244389028,109.92000000000002,0.07999999999998408,False,4-3-3,12,104027|112709|115248|122486|126471|133669|70449|71684|78850|93988|96610|97653
2025,33,Expected-only normalized representation,score_expected_only_normalized,58.730000000000004,11.314606741573034,109.95,0.04999999999999716,False,4-3-3,12,104027|104758|112709|122486|132264|68685|68899|68996|70449|71684|78248|96610
2025,34,Expected-only normalized representation,score_expected_only_normalized,72.75,11.364089775561096,109.62,0.37999999999999545,False,4-3-3,12,103056|104027|106708|112709|122486|126471|132553|63007|68685|78248|80287|98384
2025,35,Expected-only normalized representation,score_expected_only_normalized,57.89,11.306351183063514,109.56,0.4399999999999977,False,4-3-3,12,101908|103056|104027|106708|112709|113103|115248|122486|132264|71684|82455|96610
2025,36,Expected-only normalized representation,score_expected_only_normalized,49.0,11.359006211180123,109.95999999999998,0.040000000000020464,False,4-3-3,12,101314|104027|106708|115248|122486|68685|70360|71684|79266|82639|96610|97653
2025,37,Expected-only normalized representation,score_expected_only_normalized,42.39999999999999,11.519851116625311,109.53,0.46999999999999886,False,4-3-3,12,101908|104027|112709|122486|126471|132264|68685|78850|79266|90768|96610|98384
2025,38,Expected-only normalized representation,score_expected_only_normalized,33.15,11.380421313506814,109.94,0.060000000000002274,False,4-3-3,12,105258|112709|116706|122486|126471|68685|78248|82639|87008|96610|98384|99366
2025,2,Availability-adjusted expected prediction,pred_expected,47.779999999999994,32.294968592482505,110.0,0.0,True,4-3-3,12,104027|104528|104666|113078|70916|81881|81952|87258|89256|97653|98619|99440
2025,3,Availability-adjusted expected prediction,pred_expected,39.269999999999996,43.826875455721066,109.84,0.1599999999999966,False,4-3-3,12,103014|107771|110510|111594|112709|50353|87999|90285|91607|93879|94509|99815
2025,4,Availability-adjusted expected prediction,pred_expected,61.54,53.5366930650275,109.88999999999999,0.11000000000001364,False,4-3-3,12,103056|104085|104528|105811|111594|112709|117910|126977|131516|77664|87999|91607
2025,5,Availability-adjusted expected prediction,pred_expected,37.78000000000001,54.811100927178956,109.44000000000001,0.5599999999999881,False,4-3-3,12,102975|104085|104528|112709|117910|122302|37457|71684|79066|89256|91607|98672
2025,6,Availability-adjusted expected prediction,pred_expected,76.08,54.49933062421507,109.79,0.20999999999999375,False,4-3-3,12,101290|102975|104027|107111|112709|132553|70360|71684|79066|91607|98672|99815
2025,7,Availability-adjusted expected prediction,pred_expected,47.75000000000001,55.301956442589294,109.83000000000001,0.1699999999999875,False,4-3-3,12,102253|104027|112709|70360|71684|78850|79066|89256|91607|94207|96610|99815
2025,8,Availability-adjusted expected prediction,pred_expected,64.13,55.00897281484382,109.83999999999999,0.1600000000000108,False,4-3-3,12,102253|104271|112709|37457|39148|68899|70360|79066|91607|96610|97460|99815
2025,9,Availability-adjusted expected prediction,pred_expected,49.4,55.50381347247582,109.33,0.6700000000000017,False,4-3-3,12,104271|104528|111683|112709|132553|37457|70360|87999|91607|96610|97460|99815
2025,10,Availability-adjusted expected prediction,pred_expected,73.55,54.5479460972079,109.85999999999999,0.14000000000001478,False,4-3-3,12,102253|104027|104204|112709|39148|78850|87863|90703|91808|97460|98909|99815
2025,11,Availability-adjusted expected prediction,pred_expected,92.96000000000001,52.51471841780714,109.75,0.25,False,4-3-3,12,104027|107726|109401|110727|112709|132553|71684|78850|85004|87999|91607|99815
2025,12,Availability-adjusted expected prediction,pred_expected,65.35,52.228166717300255,109.84,0.1599999999999966,False,4-3-3,12,103445|105990|107554|109401|110727|111683|112709|115248|141525|39148|87999|97341
2025,13,Availability-adjusted expected prediction,pred_expected,38.6,54.198546569419904,109.83999999999999,0.1600000000000108,False,4-3-3,12,102253|107554|107726|111683|112709|112886|132580|37457|87863|96610|97460|99815
2025,14,Availability-adjusted expected prediction,pred_expected,77.14999999999999,50.33864941032467,109.93,0.06999999999999318,False,4-3-3,12,102975|103056|105842|112886|115248|70360|70696|71684|78850|80287|90703|96610
2025,15,Availability-adjusted expected prediction,pred_expected,60.18,53.67667417899741,109.8,0.20000000000000284,False,4-3-3,12,102253|103445|105990|107554|107726|112709|122486|142890|37457|72018|96610|99267
2025,16,Availability-adjusted expected prediction,pred_expected,47.05,53.28767680464794,109.89000000000001,0.10999999999998522,False,4-3-3,12,102340|103056|105842|107726|112709|126977|70360|78850|80287|84558|90703|96610
2025,17,Availability-adjusted expected prediction,pred_expected,34.050000000000004,53.219454649971716,110.0,0.0,True,4-3-3,12,102253|103056|103445|104027|104502|105647|107554|112709|142890|39148|80287|97460
2025,18,Availability-adjusted expected prediction,pred_expected,64.63,52.286670252543836,109.36,0.6400000000000006,False,4-3-3,12,102253|103056|104027|107726|110510|112709|126471|39148|68685|80287|90943|96610
2025,19,Availability-adjusted expected prediction,pred_expected,54.42,52.821050427376896,109.67,0.3299999999999983,False,4-3-3,12,102253|103445|104027|104118|112709|112886|115248|122486|78850|93886|96610|97867
2025,20,Availability-adjusted expected prediction,pred_expected,38.14999999999999,54.27831752218463,109.96000000000001,0.03999999999999204,False,4-3-3,12,102253|103056|103445|104027|105842|107726|112886|126471|63007|78850|82639|96610
2025,21,Availability-adjusted expected prediction,pred_expected,99.41000000000001,52.58934468899222,109.94000000000001,0.05999999999998806,False,4-3-3,12,103056|103445|104027|104075|112709|115248|122486|78850|80287|87863|90943|93886
2025,22,Availability-adjusted expected prediction,pred_expected,73.22999999999999,54.61075997660275,109.74999999999999,0.2500000000000142,False,4-3-3,12,103445|104027|112709|122486|68899|70360|72801|78850|79973|80583|87863|90943
2025,23,Availability-adjusted expected prediction,pred_expected,62.68,56.50090481297867,109.95,0.04999999999999716,False,4-3-3,12,104027|105300|107873|108713|112709|122486|133543|71684|79973|82775|87863|96610
2025,24,Availability-adjusted expected prediction,pred_expected,55.809999999999995,55.433023736329666,109.76,0.23999999999999488,False,4-3-3,12,102253|104027|104118|112709|112886|122486|82775|87863|96610|97460|98384|98672
2025,25,Availability-adjusted expected prediction,pred_expected,36.35,56.46305066381776,109.97999999999999,0.020000000000010232,False,4-3-3,12,102253|104027|104118|104758|112709|114802|126216|68899|70360|80061|87863|97460
2025,26,Availability-adjusted expected prediction,pred_expected,59.849999999999994,55.108143698531876,109.69999999999999,0.30000000000001137,False,4-3-3,12,102253|103056|104027|112709|112886|114802|122486|68685|82775|93886|96610|97460
2025,27,Availability-adjusted expected prediction,pred_expected,60.550000000000004,56.23831380035471,109.89999999999998,0.10000000000002274,False,4-3-3,12,104027|105436|112709|112886|122486|68685|70360|70449|82775|87863|96793|97460
2025,28,Availability-adjusted expected prediction,pred_expected,85.08000000000001,54.77777499077835,109.86999999999999,0.13000000000000966,False,4-3-3,12,103445|104027|104118|104502|105214|112709|114802|122486|78850|90943|96610|97460
2025,29,Availability-adjusted expected prediction,pred_expected,81.39000000000001,55.72805272512482,109.86999999999999,0.13000000000000966,False,4-3-3,12,100830|101727|104027|114802|115248|122486|78850|80287|90943|93886|96610|97460
2025,30,Availability-adjusted expected prediction,pred_expected,40.43,57.05553148965839,109.85000000000001,0.14999999999999147,False,4-3-3,12,102256|104027|104758|113034|113103|114802|122486|126471|78850|79266|96610|97460
2025,31,Availability-adjusted expected prediction,pred_expected,62.45,55.792951431460544,109.98,0.01999999999999602,False,4-3-3,12,103445|104027|104502|104758|111246|112709|113103|114802|126471|70449|96610|97460
2025,32,Availability-adjusted expected prediction,pred_expected,73.79,57.05096229253647,109.98,0.01999999999999602,False,4-3-3,12,102253|104027|112709|114802|115248|122486|126471|70449|78850|80287|92182|96610
2025,33,Availability-adjusted expected prediction,pred_expected,67.93,57.16989790556945,109.94,0.060000000000002274,False,4-3-3,12,103445|104027|104758|112709|114802|122486|70449|78248|87742|96610|97460|98517
2025,34,Availability-adjusted expected prediction,pred_expected,62.550000000000004,54.9814028250155,109.93,0.06999999999999318,False,4-3-3,12,103056|103445|104027|112709|117330|122486|126471|132553|78850|80287|90532|98517
2025,35,Availability-adjusted expected prediction,pred_expected,64.28999999999999,58.1704231669202,109.88999999999999,0.11000000000001364,False,4-3-3,12,104027|105990|112709|113103|114802|115248|122486|78850|86508|96610|97460|98517
2025,36,Availability-adjusted expected prediction,pred_expected,52.400000000000006,58.4710763333022,109.64000000000001,0.3599999999999852,False,4-3-3,12,102253|103445|104027|104502|112709|114802|115248|122486|78850|79266|97460|98517
2025,37,Availability-adjusted expected prediction,pred_expected,49.49999999999999,57.879381547706785,109.82,0.18000000000000682,False,4-3-3,12,101908|104027|112709|113034|122486|126471|132264|51413|68685|78850|96610|98384
2025,38,Availability-adjusted expected prediction,pred_expected,28.89,59.13897470432687,109.86999999999999,0.13000000000000966,False,4-3-3,12,103445|112709|113034|116706|122486|37457|63007|77777|82639|86508|96610|97460
2025,2,FAME-Original 70/20/10,score_fame_original,32.78,9.580129240710823,110.0,0.0,True,4-3-3,12,104027|109096|113078|70916|81881|82627|89256|90768|93478|97653|99228|99267
2025,3,FAME-Original 70/20/10,score_fame_original,54.37,9.91780415430267,109.49000000000001,0.5099999999999909,False,4-3-3,12,107771|110510|111594|112709|142279|37715|89256|90285|93879|94207|94509|99815
2025,4,FAME-Original 70/20/10,score_fame_original,39.53,10.033770014556039,108.49,1.5100000000000051,False,4-3-3,12,102975|104085|110818|112709|112886|117910|72018|77664|87999|91607|92087|95131
2025,5,FAME-Original 70/20/10,score_fame_original,55.18,10.860719424460429,109.33000000000001,0.6699999999999875,False,4-3-3,12,101290|103445|107093|107111|107179|141763|37457|52827|70360|85403|91866|99815
2025,6,FAME-Original 70/20/10,score_fame_original,71.1,11.02859174964438,109.61,0.39000000000000057,False,4-3-3,12,101290|103056|103445|107111|110715|141525|37457|70360|78850|91866|98672|99815
2025,7,FAME-Original 70/20/10,score_fame_original,48.76,11.06811797752809,109.99000000000001,0.009999999999990905,False,4-3-3,12,103056|109401|37457|70360|78445|78850|90703|91866|97900|98672|98909|99815
2025,8,FAME-Original 70/20/10,score_fame_original,60.190000000000005,10.949719887955181,109.77000000000001,0.22999999999998977,False,4-3-3,12,101290|104271|110818|122302|68685|70360|78850|87008|90703|91866|96610|97900
2025,9,FAME-Original 70/20/10,score_fame_original,55.900000000000006,11.00644257703081,109.39,0.6099999999999994,False,4-3-3,12,104085|104271|104528|113397|37457|70360|78850|81121|87008|87999|91866|99815
2025,10,FAME-Original 70/20/10,score_fame_original,70.21999999999998,11.084797768479776,109.59,0.4099999999999966,False,4-3-3,12,102340|103056|104204|104271|104754|105568|70360|78850|90703|92087|99267|99815
2025,11,FAME-Original 70/20/10,score_fame_original,40.730000000000004,11.029999999999998,109.79,0.20999999999999375,False,4-3-3,12,104204|104271|104754|106593|109401|131617|78850|87008|87999|90703|97653|99815
2025,12,FAME-Original 70/20/10,score_fame_original,34.790000000000006,11.205096418732785,108.38000000000001,1.6199999999999903,False,4-3-3,12,104250|104754|105568|107554|109401|110715|70360|79701|87008|91866|96610|99267
2025,13,FAME-Original 70/20/10,score_fame_original,38.3,10.933149931224209,109.38999999999999,0.6100000000000136,False,4-3-3,12,103056|104204|104250|104271|107554|109401|110818|70360|91866|96610|98672|99815
2025,14,FAME-Original 70/20/10,score_fame_original,89.86999999999999,11.210445682451255,109.89999999999999,0.10000000000000853,False,4-3-3,12,103056|104204|105842|106593|130811|131617|37457|78850|80287|90703|96610|98672
2025,15,FAME-Original 70/20/10,score_fame_original,49.779999999999994,10.945027624309391,109.72,0.28000000000000114,False,4-3-3,12,106593|107554|110818|122486|133669|72018|78850|82627|87342|90703|96610|99267
2025,16,FAME-Original 70/20/10,score_fame_original,43.029999999999994,11.252465753424659,109.88,0.12000000000000455,False,4-3-3,12,102340|103056|105842|126471|130811|131617|78450|78850|80287|82627|90703|96610
2025,17,FAME-Original 70/20/10,score_fame_original,52.24,11.014754098360656,109.91000000000001,0.0899999999999892,False,4-3-3,12,103056|105647|106593|107554|110818|130811|131617|68685|70360|80287|97867|99267
2025,18,FAME-Original 70/20/10,score_fame_original,81.62,10.987432432432431,109.34,0.6599999999999966,False,4-3-3,12,103056|106593|107554|110818|126471|130811|131617|133669|68685|80287|96610|97900
2025,19,FAME-Original 70/20/10,score_fame_original,33.36,10.97129380053908,109.95999999999998,0.040000000000020464,False,4-3-3,12,103056|105647|106593|110818|122486|126216|130811|78850|80287|96610|97867|98517
2025,20,FAME-Original 70/20/10,score_fame_original,32.669999999999995,11.068273092369477,109.74,0.2600000000000051,False,4-3-3,12,103056|104204|105842|106593|110818|126471|130811|63007|70360|78850|80287|96610
2025,21,FAME-Original 70/20/10,score_fame_original,71.24,11.09047619047619,109.10999999999999,0.8900000000000148,False,4-3-3,12,103056|104075|105300|107554|126471|131617|145269|70360|78850|80287|96610|98672
2025,22,FAME-Original 70/20/10,score_fame_original,63.38999999999999,11.097131681877446,109.24999999999999,0.7500000000000142,False,4-3-3,12,103056|126471|131617|132071|145269|68899|78850|82775|87887|90309|96610|97653
2025,23,FAME-Original 70/20/10,score_fame_original,49.10000000000001,11.068217054263567,109.47,0.5300000000000011,False,4-3-3,12,103056|105300|105584|107873|110818|122486|68899|70360|71684|78850|80287|96610
2025,24,FAME-Original 70/20/10,score_fame_original,43.589999999999996,10.950129198966406,109.63,0.37000000000000455,False,4-3-3,12,106593|107093|107231|122486|145269|71684|78850|80287|86508|96610|97810|98672
2025,25,FAME-Original 70/20/10,score_fame_original,24.060000000000002,10.991354838709677,109.99000000000001,0.009999999999990905,False,4-3-3,12,103056|104758|105300|126216|145269|68899|70360|71684|78850|80061|80287|98517
2025,26,FAME-Original 70/20/10,score_fame_original,63.209999999999994,11.025699745547072,109.82000000000001,0.1799999999999926,False,4-3-3,12,103056|104075|122486|133669|145269|68899|71684|78850|80287|82775|93886|96610
2025,27,FAME-Original 70/20/10,score_fame_original,58.56,11.073189326556543,109.82000000000001,0.1799999999999926,False,4-3-3,12,103056|105436|117330|122486|143194|68685|68899|70360|71684|78850|82775|93411
2025,28,FAME-Original 70/20/10,score_fame_original,63.019999999999996,11.062484157160963,109.94,0.060000000000002274,False,4-3-3,12,104075|104118|104758|105436|112886|114802|117330|143194|78850|80287|89274|89837
2025,29,FAME-Original 70/20/10,score_fame_original,61.8,11.057089084065245,109.69,0.3100000000000023,False,4-3-3,12,100830|100848|115248|117330|122486|126216|68899|71684|80287|92075|96610|97468
