w_expected,w_upside,w_economic,n_rounds,mean_utility,median_utility,sd_utility,cumulative_utility,mean_cost,pct_budget_binding,rank_mean,within_1pct_best
0.4,0.55,0.05,37,52.994594594594595,51.24,15.221381999344537,1960.8,107.52756756756757,0.0,72,False
0.55,0.05,0.4,37,52.70918918918919,50.45,15.450929022478153,1950.24,85.06432432432433,0.0,73,False
0.3,0.6,0.1,37,52.69297297297297,52.65,13.607150666074409,1949.6399999999999,102.15621621621622,0.0,74,False
0.6,0.05,0.35,37,52.612432432432435,48.970000000000006,16.010668909165506,1946.66,91.4862162162162,0.0,75,False
0.5,0.15,0.35,37,52.597027027027025,48.27000000000001,14.927252643117937,1946.09,89.23054054054055,0.0,76,False
0.5,0.5,0.0,37,52.58513513513514,54.84,17.05885996933715,1945.65,108.67162162162163,0.02702702702702703,77,False
0.6,0.0,0.4,37,52.49567567567567,48.81,16.92353760964962,1942.34,84.1764864864865,0.0,78,False
0.35,0.55,0.1,37,52.45324324324324,52.34,14.709537165853778,1940.77,103.80459459459459,0.0,79,False
0.35,0.45,0.2,37,52.413243243243244,52.64,14.376066347705608,1939.29,95.63513513513513,0.0,80,False
0.35,0.5,0.15,37,52.31864864864865,54.84,14.224042471612433,1935.79,98.60513513513513,0.0,81,False
0.3,0.5,0.2,37,52.31054054054054,52.34,14.074824440575913,1935.49,93.41675675675675,0.0,82,False
0.3,0.55,0.15,37,52.222162162162164,52.65,13.406111403869993,1932.22,97.70432432432432,0.0,83,False
0.25,0.6,0.15,37,52.18972972972973,52.66,13.456495640579124,1931.02,96.94918918918918,0.0,84,False
0.4,0.25,0.35,37,51.82459459459459,47.55,15.506438554246966,1917.51,85.05162162162162,0.0,85,False
0.3,0.45,0.25,37,51.707837837837836,50.279999999999994,15.955455725782874,1913.19,89.22864864864864,0.0,86,False
0.2,0.7,0.1,37,51.69513513513514,52.65,15.274005627139786,1912.72,99.70027027027027,0.0,87,False
