replication_id,margin,voll_multiplier,voll,model,theta,mean_loss,total_shortage_mw,total_emergency_mw,mean_decision_cost
E2017,1.0,2.0,20000.0,LSTM,-0.05,9861191.146311043,170719.34905693005,83991.3474092643,532264.9683367223
E2017,1.0,2.0,20000.0,LSTM,-0.025,6626523.28596876,108764.03244368307,124050.91316375075,683133.5349478276
E2017,1.0,2.0,20000.0,LSTM,0.0,3991330.016481666,57331.69773153166,171149.6611296598,858450.3590209195
E2017,1.0,2.0,20000.0,LSTM,0.025,2559347.9427720667,27631.282948279575,222717.17591737467,1049441.7707349318
E2017,1.0,2.0,20000.0,LSTM,0.05,2103949.646256056,15594.511741407274,277472.67451077607,1251790.534703746
E2017,1.0,2.0,20000.0,LSTM,0.075,1981982.8608955815,9517.468147735686,334290.21988051414,1461902.6342433584
E2017,1.0,2.0,20000.0,LSTM,0.1,2034956.1606040688,6426.151380247082,394345.4480336877,1683800.347475813
E2017,1.0,2.0,20000.0,LSTM,0.125,2154284.689686267,4319.140915936953,457895.2198904053,1918266.0604000941
E2017,1.0,2.0,20000.0,LSTM,0.15,2308648.0223165974,2602.7279260077066,525262.8077201366,2166422.4525894006
E2017,1.0,2.0,20000.0,LSTM,0.175,2493126.98048919,1243.3853474300613,595480.7680150879,2425182.425984815
E2017,1.0,2.0,20000.0,LSTM,0.2,2716928.6897708573,327.70673498907126,669891.6946607197,2699021.217913531
E2017,1.0,2.0,20000.0,LSTM,0.225,2991545.9893834605,64.9545821734664,748528.6596419117,2987996.5586635987
E2017,1.0,2.0,20000.0,LSTM,0.25,3291785.735078071,0.0,831265.820770363,3291785.735078071
E2017,1.0,2.0,20000.0,LSTM,0.275,3610353.0986092314,0.0,918137.186657703,3610353.0986092314
E2017,1.0,2.0,20000.0,LSTM,0.3,3943842.1960512237,0.0,1009184.7696838153,3943842.1960512237
E2017,1.0,5.0,50000.0,ENTSOE,-0.3,111364729.65575577,814041.65980477,0.0,156852.63324619932
E2017,1.0,5.0,50000.0,ENTSOE,-0.275,104060828.89512932,760540.6598047703,0.0,161831.65404051187
E2017,1.0,5.0,50000.0,ENTSOE,-0.25,96561206.48725979,705605.6598047703,0.0,166990.66693601114
E2017,1.0,5.0,50000.0,ENTSOE,-0.225,88850923.77226606,649126.6598047703,0.0,172418.3344559164
