position_id,position,alpha_rf,alpha_xgb,method,n,MAE,RMSE,R2,correlation
1,goleiro,0.0,1.0,closed_form_oof_sse_minimizer,1773,3.301945358363505,3.88129337703788,-0.0013044345893604703,0.007856941170458785
2,lateral,0.8231407884325755,0.17685921156742446,closed_form_oof_sse_minimizer,4369,2.997744728013586,3.787131272433338,0.024677791513398883,0.1820676355982859
3,zagueiro,0.7410797773816648,0.25892022261833525,closed_form_oof_sse_minimizer,4271,2.7257451472606546,3.345381041512866,0.012760941015430571,0.11636407167592468
4,meia,0.5245921532828426,0.4754078467171574,closed_form_oof_sse_minimizer,9372,2.2633260672274433,3.196530606622928,0.0694410462956423,0.27151451165325435
5,atacante,0.5816233247720533,0.41837667522794675,closed_form_oof_sse_minimizer,7619,2.830746549558636,4.038088777811208,0.08615342512850643,0.3095503775192788
6,tecnico,1.0,0.0,closed_form_oof_sse_minimizer,1787,1.8132759886166883,2.333214550966594,0.13586858669174762,0.39596056853753053
