position_id,position,model,candidate_id,params_json,folds,mean_RMSE,mean_MAE,mean_R2,mean_correlation
1,goleiro,RF,62,"{""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 75, ""n_estimators"": 1500}",5,3.8841786232246656,3.3063244776558465,-0.006200662314748096,-0.01625042127905771
1,goleiro,RF,14,"{""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""n_estimators"": 1500}",5,3.884228487092094,3.307291490540075,-0.0061679404729467315,-0.016099174303515783
1,goleiro,RF,34,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 75, ""n_estimators"": 1050}",5,3.8857441493795255,3.306732159246642,-0.007028561718766468,-0.017470548413313955
1,goleiro,RF,8,"{""max_depth"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""n_estimators"": 850}",5,3.885902074413707,3.3087306632727183,-0.007071639884349734,-0.019141381779621408
1,goleiro,RF,20,"{""max_depth"": 2, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 500}",5,3.8874546063845488,3.3107208283113443,-0.00787729699221107,-0.013485847068692039
1,goleiro,RF,56,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 700}",5,3.889256674854157,3.3109273509690063,-0.008797638457268931,-0.016850538955335417
1,goleiro,RF,26,"{""max_depth"": 2, ""max_features"": 0.3, ""min_samples_leaf"": 50, ""n_estimators"": 1350}",5,3.890944472085973,3.312119920163304,-0.009817140120745216,-0.01695821722636876
1,goleiro,RF,1,"{""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 50, ""n_estimators"": 950}",5,3.8909483229120654,3.3089442175051658,-0.009730685317313092,-0.009739897803034036
1,goleiro,RF,39,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 50, ""n_estimators"": 1350}",5,3.8910677670782428,3.308813171084135,-0.009798903800865455,-0.010553293605136797
1,goleiro,RF,36,"{""max_depth"": 2, ""max_features"": 0.3, ""min_samples_leaf"": 30, ""n_estimators"": 650}",5,3.891361756495667,3.313431970205438,-0.010028419385534847,-0.015808648890771344
1,goleiro,RF,29,"{""max_depth"": 12, ""max_features"": 0.3, ""min_samples_leaf"": 75, ""n_estimators"": 650}",5,3.892868911356044,3.312349487564732,-0.010780173033581652,-0.005809500126133571
1,goleiro,RF,57,"{""max_depth"": 8, ""max_features"": 0.3, ""min_samples_leaf"": 75, ""n_estimators"": 850}",5,3.892935584738942,3.312318742426215,-0.010818631927863942,-0.0067801870694918056
1,goleiro,RF,60,"{""max_depth"": 2, ""max_features"": 0.5, ""min_samples_leaf"": 20, ""n_estimators"": 300}",5,3.893222680898435,3.3147296314299295,-0.011006652045492338,-0.017971972520640027
1,goleiro,RF,38,"{""max_depth"": 2, ""max_features"": 1.0, ""min_samples_leaf"": 5, ""n_estimators"": 1700}",5,3.893259718500847,3.3138819425133135,-0.011007831627377219,-0.011909089031977646
1,goleiro,RF,28,"{""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 30, ""n_estimators"": 400}",5,3.893446051189051,3.3133146634720334,-0.011040148293710982,-0.0064793071465801075
1,goleiro,RF,18,"{""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""n_estimators"": 1200}",5,3.893691622708933,3.3139919734095913,-0.011143018905821011,-0.001503716002724767
1,goleiro,RF,48,"{""max_depth"": 2, ""max_features"": 1.0, ""min_samples_leaf"": 75, ""n_estimators"": 1050}",5,3.8941877313095086,3.312300685257333,-0.011571553939504731,-0.009632402104525267
1,goleiro,RF,32,"{""max_depth"": 2, ""max_features"": 1.0, ""min_samples_leaf"": 10, ""n_estimators"": 900}",5,3.89455096439116,3.3151382190346887,-0.01169117441980192,-0.014229522671003626
1,goleiro,RF,59,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 30, ""n_estimators"": 1600}",5,3.8948521998587124,3.3131614281689763,-0.011775862750546939,-0.00013584536166075245
1,goleiro,RF,6,"{""max_depth"": 5, ""max_features"": 0.5, ""min_samples_leaf"": 75, ""n_estimators"": 1650}",5,3.895253261715799,3.312384954620751,-0.012044329171985968,-0.005271616513694312
1,goleiro,RF,55,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 75, ""n_estimators"": 1250}",5,3.8956501352969264,3.313022608483301,-0.012247263208094461,-0.0053962602161097325
1,goleiro,RF,12,"{""max_depth"": 3, ""max_features"": 0.8, ""min_samples_leaf"": 75, ""n_estimators"": 450}",5,3.896080684372874,3.3131454127980446,-0.012507131610247146,-0.0064493395143788625
1,goleiro,RF,50,"{""max_depth"": 2, ""max_features"": 0.8, ""min_samples_leaf"": 30, ""n_estimators"": 1200}",5,3.8969327168540233,3.3165255291696645,-0.013043286345685834,-0.01805290521631233
1,goleiro,RF,2,"{""max_depth"": 3, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 1150}",5,3.8972053744220796,3.3175393787114773,-0.013026476900754291,-0.008123896021868087
1,goleiro,RF,42,"{""max_depth"": 3, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 1350}",5,3.897221088364686,3.3170922299072236,-0.013038105443729475,-0.0076879179069690605
1,goleiro,RF,64,"{""max_depth"": 3, ""max_features"": 0.5, ""min_samples_leaf"": 30, ""n_estimators"": 950}",5,3.897286678888102,3.3170830261649713,-0.013147237456941996,-0.005333511524162254
1,goleiro,RF,4,"{""max_depth"": 3, ""max_features"": 0.8, ""min_samples_leaf"": 5, ""n_estimators"": 600}",5,3.899735125193884,3.319202217394122,-0.014379629895920032,-0.004554837343616275
1,goleiro,RF,22,"{""max_depth"": 3, ""max_features"": 0.8, ""min_samples_leaf"": 50, ""n_estimators"": 1700}",5,3.8999505582374887,3.316250431846355,-0.014569078653767775,-0.006557138401886568
1,goleiro,RF,30,"{""max_depth"": 3, ""max_features"": 0.8, ""min_samples_leaf"": 2, ""n_estimators"": 1600}",5,3.8999914187161635,3.318296053916844,-0.014506162723180083,-0.007827676275717111
1,goleiro,RF,19,"{""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 75, ""n_estimators"": 1450}",5,3.900227306358566,3.3155075657508126,-0.014628939521003748,-0.0009502034294845308
1,goleiro,RF,10,"{""max_depth"": 3, ""max_features"": 1.0, ""min_samples_leaf"": 20, ""n_estimators"": 1250}",5,3.900652339696913,3.317716346721921,-0.014938653726581786,-0.002114301834858075
1,goleiro,RF,45,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""n_estimators"": 500}",5,3.9012909840367067,3.3198851358540464,-0.015146890500627919,-0.0010694131430057873
1,goleiro,RF,37,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 50, ""n_estimators"": 350}",5,3.9015262966894504,3.3184834464412645,-0.015301437741248458,0.0035054592158380374
1,goleiro,RF,24,"{""max_depth"": 5, ""max_features"": 0.5, ""min_samples_leaf"": 50, ""n_estimators"": 750}",5,3.9017350166519265,3.318309117132352,-0.015444544189347532,-0.0009256484790189951
1,goleiro,RF,13,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 50, ""n_estimators"": 550}",5,3.903569916118996,3.3199108797516503,-0.016398339333118316,-0.0008022447428886248
1,goleiro,RF,16,"{""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""n_estimators"": 950}",5,3.9065321695828232,3.3261167776934144,-0.017778605707676663,0.0017806598729225673
1,goleiro,RF,43,"{""max_depth"": 8, ""max_features"": 0.8, ""min_samples_leaf"": 50, ""n_estimators"": 1750}",5,3.906880029773105,3.3212351261971533,-0.01813081612558043,0.0005158664286166653
1,goleiro,RF,3,"{""max_depth"": 12, ""max_features"": 0.3, ""min_samples_leaf"": 30, ""n_estimators"": 1550}",5,3.9068934926879657,3.3232616446591976,-0.018109597917498797,0.002548915789034348
1,goleiro,RF,54,"{""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 10, ""n_estimators"": 1800}",5,3.907665334321849,3.3257325941569533,-0.018463933699191016,-3.1404646597306404e-05
1,goleiro,RF,52,"{""max_depth"": 5, ""max_features"": 1.0, ""min_samples_leaf"": 50, ""n_estimators"": 550}",5,3.908159435644574,3.321348475358083,-0.018807591446269888,0.001065171039981125
1,goleiro,RF,15,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 50, ""n_estimators"": 1150}",5,3.9087674714326957,3.321743316614909,-0.01912066052644663,0.0028251268626244054
1,goleiro,RF,44,"{""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""n_estimators"": 400}",5,3.9092916787826653,3.328637485807307,-0.019226388673619477,0.0004345942560944643
1,goleiro,RF,46,"{""max_depth"": 5, ""max_features"": 0.8, ""min_samples_leaf"": 20, ""n_estimators"": 1450}",5,3.9107775917217227,3.325107724574824,-0.020153147346061263,0.009194086057676984
1,goleiro,RF,23,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 1300}",5,3.914999360194236,3.3332369981694363,-0.02220968201672737,-0.0043317772495007605
1,goleiro,RF,40,"{""max_depth"": 5, ""max_features"": 0.8, ""min_samples_leaf"": 10, ""n_estimators"": 800}",5,3.9155851012876455,3.3296651253884404,-0.02259020208863114,0.007626760272082672
1,goleiro,RF,49,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""n_estimators"": 1000}",5,3.9160290741152126,3.3327977115706346,-0.022788086651229156,0.00027070684532989333
1,goleiro,RF,17,"{""max_depth"": 8, ""max_features"": 0.8, ""min_samples_leaf"": 30, ""n_estimators"": 1050}",5,3.9175262808561704,3.3309017062564976,-0.02372614170864762,0.004463766452668305
1,goleiro,RF,31,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 20, ""n_estimators"": 1100}",5,3.9179108763019186,3.3327155799096944,-0.023878646312903394,0.014230629921342209
1,goleiro,RF,58,"{""max_depth"": 5, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 1400}",5,3.918058529430309,3.331628914268805,-0.023848546081775845,0.0031796046100813573
1,goleiro,RF,9,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 20, ""n_estimators"": 700}",5,3.918307806240174,3.3331630049418024,-0.02410082667487732,0.014995002305048518
1,goleiro,RF,41,"{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 30, ""n_estimators"": 750}",5,3.9195896466882183,3.3311924070126415,-0.024816994127643488,0.00689088535787388
1,goleiro,RF,53,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 20, ""n_estimators"": 500}",5,3.9217890898091405,3.3330059936302083,-0.025904945366620115,0.01905733382605642
1,goleiro,RF,35,"{""max_depth"": null, ""max_features"": 0.8, ""min_samples_leaf"": 20, ""n_estimators"": 1600}",5,3.924511110457445,3.335872014188363,-0.027332265099527308,0.015041880340024346
1,goleiro,RF,21,"{""max_depth"": 12, ""max_features"": 0.3, ""min_samples_leaf"": 10, ""n_estimators"": 400}",5,3.9327914574559903,3.346407450584698,-0.03154211539285172,0.010354275777312296
1,goleiro,RF,27,"{""max_depth"": 8, ""max_features"": 0.8, ""min_samples_leaf"": 10, ""n_estimators"": 1700}",5,3.9338947730926757,3.343702749571066,-0.032180054113117994,0.018277881840229555
1,goleiro,RF,51,"{""max_depth"": 8, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 1500}",5,3.9367754666370254,3.3473251875964296,-0.03362753126284375,0.01213812928746561
1,goleiro,RF,5,"{""max_depth"": 8, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 350}",5,3.9450683956623527,3.351906119068313,-0.03789766319654775,0.02083563507606486
1,goleiro,RF,63,"{""max_depth"": 12, ""max_features"": 1.0, ""min_samples_leaf"": 10, ""n_estimators"": 1100}",5,3.94775567015475,3.354430907898057,-0.03946556226214808,0.0219058619582838
1,goleiro,RF,7,"{""max_depth"": null, ""max_features"": 0.8, ""min_samples_leaf"": 10, ""n_estimators"": 1400}",5,3.949099072827675,3.3559760429422916,-0.04017077501813664,0.02023908402410082
1,goleiro,RF,11,"{""max_depth"": 12, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 1750}",5,3.9605581074101535,3.369508002817498,-0.04609894750663664,0.012286496555189572
1,goleiro,RF,33,"{""max_depth"": 12, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 850}",5,3.9730359323075417,3.3759250788466195,-0.05262411408657299,0.014733580288702457
1,goleiro,RF,61,"{""max_depth"": null, ""max_features"": 0.8, ""min_samples_leaf"": 5, ""n_estimators"": 600}",5,3.976647522642029,3.377235094506156,-0.05466362330988197,0.019167085461140022
1,goleiro,RF,47,"{""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 1250}",5,3.982917589960972,3.3841884597628735,-0.05784798403860476,0.014182061517119737
1,goleiro,RF,25,"{""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 800}",5,4.004651976847697,3.39731451097447,-0.06929476207847585,0.017882973106184665
1,goleiro,XGB,45,"{""colsample_bytree"": 0.6204433687962592, ""learning_rate"": 0.001090790035319715, ""max_depth"": 4, ""n_estimators"": 300, ""reg_alpha"": 18.706628843514043, ""reg_lambda"": 0.00790461735887091, ""subsample"": 0.9653586409986019}",5,3.8780380561483745,3.301518524934983,-0.00299360197187446,0.016598352884071126
1,goleiro,XGB,4,"{""colsample_bytree"": 0.9407866224646568, ""learning_rate"": 0.002213702058861375, ""max_depth"": 6, ""n_estimators"": 250, ""reg_alpha"": 0.0010204471682872405, ""reg_lambda"": 0.004447703278271244, ""subsample"": 0.6103793778456748}",5,3.8856941158685316,3.312057573578855,-0.006844573234582363,0.016846635493824987
1,goleiro,XGB,7,"{""colsample_bytree"": 0.6531320987269282, ""learning_rate"": 0.0010481619572072865, ""max_depth"": 3, ""n_estimators"": 950, ""reg_alpha"": 0.1327063227683239, ""reg_lambda"": 21.030813240718224, ""subsample"": 0.7158950148150325}",5,3.886299123705401,3.3073083045014093,-0.007351765026653867,0.004380395659126432
1,goleiro,XGB,21,"{""colsample_bytree"": 0.7623283811844885, ""learning_rate"": 0.0025057115394290256, ""max_depth"": 2, ""n_estimators"": 500, ""reg_alpha"": 0.5403086083780577, ""reg_lambda"": 0.0032301550182275303, ""subsample"": 0.7510215635411441}",5,3.8867316942871097,3.3086838174457336,-0.007553623487109418,-0.0005591469331861956
1,goleiro,XGB,49,"{""colsample_bytree"": 0.8986299997195601, ""learning_rate"": 0.002041720258446412, ""max_depth"": 3, ""n_estimators"": 600, ""reg_alpha"": 0.01992193781312205, ""reg_lambda"": 2.8719474920345007, ""subsample"": 0.9231212893500924}",5,3.8903145206629346,3.3100531077723416,-0.009440219550629037,0.015158833303261992
1,goleiro,XGB,35,"{""colsample_bytree"": 0.5081904069520533, ""learning_rate"": 0.0014889294596340775, ""max_depth"": 2, ""n_estimators"": 1550, ""reg_alpha"": 0.004037281769150291, ""reg_lambda"": 0.025470630483935896, ""subsample"": 0.6068074083887041}",5,3.8920305162974467,3.3131232484300015,-0.010245254312032492,0.004118958993762504
1,goleiro,XGB,32,"{""colsample_bytree"": 0.5314727774821222, ""learning_rate"": 0.0013176494637767546, ""max_depth"": 8, ""n_estimators"": 700, ""reg_alpha"": 0.21616988694426761, ""reg_lambda"": 1.7005066806546008, ""subsample"": 0.5281029711477458}",5,3.8958683877716824,3.314203347269263,-0.012260436501482586,0.016205510825015357
1,goleiro,XGB,60,"{""colsample_bytree"": 0.6763605996966362, ""learning_rate"": 0.0016520589744992386, ""max_depth"": 7, ""n_estimators"": 400, ""reg_alpha"": 0.03410733210713404, ""reg_lambda"": 0.0014075405725347294, ""subsample"": 0.6684969747439027}",5,3.896660257365505,3.323080924775804,-0.012549172640973837,-0.0003997747807546956
1,goleiro,XGB,61,"{""colsample_bytree"": 0.7374551789835095, ""learning_rate"": 0.008400449652882712, ""max_depth"": 2, ""n_estimators"": 250, ""reg_alpha"": 0.0001568007746195425, ""reg_lambda"": 1.2109870044864097, ""subsample"": 0.7307628551498055}",5,3.8971268301502855,3.3154959929692147,-0.013054256170594924,-0.0005828513982936226
1,goleiro,XGB,9,"{""colsample_bytree"": 0.7343453234061599, ""learning_rate"": 0.001343436495512724, ""max_depth"": 5, ""n_estimators"": 750, ""reg_alpha"": 0.0006084851655633791, ""reg_lambda"": 0.5926427719675725, ""subsample"": 0.8562451475299895}",5,3.897274498453604,3.317659285629495,-0.012941533890516155,0.012228833253239091
1,goleiro,XGB,5,"{""colsample_bytree"": 0.8798112468793988, ""learning_rate"": 0.0032512984489769512, ""max_depth"": 4, ""n_estimators"": 400, ""reg_alpha"": 0.002497742980329767, ""reg_lambda"": 0.3831243470438582, ""subsample"": 0.5485846274532378}",5,3.9007535251849994,3.3211845725074376,-0.014856872211001449,0.00720123933392326
1,goleiro,XGB,54,"{""colsample_bytree"": 0.6949512772262096, ""learning_rate"": 0.0011780835331739355, ""max_depth"": 5, ""n_estimators"": 1250, ""reg_alpha"": 1.476405538392317, ""reg_lambda"": 0.1370533492761394, ""subsample"": 0.7786347051151097}",5,3.9125683588980054,3.32826361268947,-0.020978378101531425,0.009801662289639367
1,goleiro,XGB,47,"{""colsample_bytree"": 0.847130146343261, ""learning_rate"": 0.0036360600107161654, ""max_depth"": 2, ""n_estimators"": 1200, ""reg_alpha"": 0.000812743410640046, ""reg_lambda"": 0.03981914554537361, ""subsample"": 0.7972003198228776}",5,3.9141990129003856,3.32558069485604,-0.021913120419398212,0.008462098415743292
1,goleiro,XGB,11,"{""colsample_bytree"": 0.9920489201322198, ""learning_rate"": 0.004490724301900747, ""max_depth"": 2, ""n_estimators"": 1250, ""reg_alpha"": 9.628490946412484, ""reg_lambda"": 26.337947323259108, ""subsample"": 0.8750924048945308}",5,3.9161551920279627,3.3219615712573143,-0.023149219163233294,0.0199025893808809
1,goleiro,XGB,27,"{""colsample_bytree"": 0.8746695355512202, ""learning_rate"": 0.0018398171995602861, ""max_depth"": 4, ""n_estimators"": 1400, ""reg_alpha"": 0.00014290338823853393, ""reg_lambda"": 0.08051163426115664, ""subsample"": 0.672683147713542}",5,3.9278099245131477,3.337866233449816,-0.028921683343372306,0.01342009223252407
1,goleiro,XGB,42,"{""colsample_bytree"": 0.7859143181703985, ""learning_rate"": 0.002143920320921273, ""max_depth"": 8, ""n_estimators"": 1000, ""reg_alpha"": 0.0068914604090100215, ""reg_lambda"": 37.08234018435227, ""subsample"": 0.8599325171671808}",5,3.930065256626265,3.332841112305303,-0.03034344538130691,0.012205222159408637
1,goleiro,XGB,63,"{""colsample_bytree"": 0.979510891251266, ""learning_rate"": 0.0026110093348935635, ""max_depth"": 4, ""n_estimators"": 1100, ""reg_alpha"": 3.625531059333283, ""reg_lambda"": 3.3753537857177265, ""subsample"": 0.5006052111275494}",5,3.9365931188010075,3.3382322519869376,-0.03392783164348536,0.019918243717753165
1,goleiro,XGB,18,"{""colsample_bytree"": 0.5811041458509862, ""learning_rate"": 0.0017040940593697487, ""max_depth"": 7, ""n_estimators"": 1250, ""reg_alpha"": 0.00023752055550926352, ""reg_lambda"": 7.644585859264176, ""subsample"": 0.9190638717263937}",5,3.939107369424298,3.339503511612636,-0.03518878324626806,0.018360637015764937
1,goleiro,XGB,20,"{""colsample_bytree"": 0.8234229604713619, ""learning_rate"": 0.005495244607579209, ""max_depth"": 7, ""n_estimators"": 300, ""reg_alpha"": 1.3467411425523819, ""reg_lambda"": 2.039814741993465, ""subsample"": 0.8142573009245098}",5,3.942169850226976,3.344634192030049,-0.03675074524424349,0.016484586251939153
1,goleiro,XGB,33,"{""colsample_bytree"": 0.7658711154945195, ""learning_rate"": 0.004631640475716694, ""max_depth"": 4, ""n_estimators"": 700, ""reg_alpha"": 0.14550446952706136, ""reg_lambda"": 0.00624533915595389, ""subsample"": 0.6265157125890255}",5,3.944395834820835,3.3494831961676694,-0.037630468279301166,0.016370910437181585
1,goleiro,XGB,13,"{""colsample_bytree"": 0.5519214449450374, ""learning_rate"": 0.01285055226681729, ""max_depth"": 3, ""n_estimators"": 350, ""reg_alpha"": 0.0003430101828087219, ""reg_lambda"": 4.282157839548478, ""subsample"": 0.6602999758906662}",5,3.945282362480036,3.3441618506767297,-0.03861952744885251,0.009887314186602832
1,goleiro,XGB,40,"{""colsample_bytree"": 0.8358770660124719, ""learning_rate"": 0.002766468636951521, ""max_depth"": 6, ""n_estimators"": 800, ""reg_alpha"": 7.686195398162609, ""reg_lambda"": 0.27283408982660134, ""subsample"": 0.6887596286833286}",5,3.9525787160121637,3.3471043329298147,-0.04223823311068111,0.016368727150412987
1,goleiro,XGB,25,"{""colsample_bytree"": 0.6011153836734593, ""learning_rate"": 0.005929528583067072, ""max_depth"": 3, ""n_estimators"": 850, ""reg_alpha"": 2.2446897840093656, ""reg_lambda"": 0.0010023940428399874, ""subsample"": 0.5898452992551029}",5,3.958655626591851,3.363490561752453,-0.045554727443948326,0.004314373410300112
1,goleiro,XGB,44,"{""colsample_bytree"": 0.5594679932110012, ""learning_rate"": 0.006665560018000852, ""max_depth"": 5, ""n_estimators"": 550, ""reg_alpha"": 0.08548062648554937, ""reg_lambda"": 0.8344129196802617, ""subsample"": 0.9025939740240574}",5,3.960365887202485,3.354005427022438,-0.046370185768678504,0.018918872794747722
1,goleiro,XGB,51,"{""colsample_bytree"": 0.625068218447268, ""learning_rate"": 0.006123118498998678, ""max_depth"": 3, ""n_estimators"": 1500, ""reg_alpha"": 0.7211395848937334, ""reg_lambda"": 10.763200496285176, ""subsample"": 0.8413888667710125}",5,3.989354922675699,3.3672412332764763,-0.062471490360419546,0.025484627057967946
1,goleiro,XGB,41,"{""colsample_bytree"": 0.6577429310418665, ""learning_rate"": 0.015763846491624395, ""max_depth"": 2, ""n_estimators"": 750, ""reg_alpha"": 1.0698996916657113, ""reg_lambda"": 0.06348313321944471, ""subsample"": 0.5199311319738626}",5,3.9905057748016004,3.3776930720277543,-0.06258059627300719,0.015384559017909024
1,goleiro,XGB,28,"{""colsample_bytree"": 0.7450284226797521, ""learning_rate"": 0.014025125492043775, ""max_depth"": 6, ""n_estimators"": 450, ""reg_alpha"": 0.1793833183312084, ""reg_lambda"": 44.60854559316446, ""subsample"": 0.957188309635967}",5,4.013424301485186,3.380101233308376,-0.0752216473382786,0.02162476882049192
1,goleiro,XGB,23,"{""colsample_bytree"": 0.5202497807331383, ""learning_rate"": 0.0075022974260527345, ""max_depth"": 5, ""n_estimators"": 1000, ""reg_alpha"": 0.01024644746852143, ""reg_lambda"": 0.19295607109604784, ""subsample"": 0.9822710435837507}",5,4.04377265098525,3.3951381697146004,-0.09072758045516079,0.01733400318826225
1,goleiro,XGB,30,"{""colsample_bytree"": 0.8047864767722785, ""learning_rate"": 0.003942963502548866, ""max_depth"": 6, ""n_estimators"": 1500, ""reg_alpha"": 0.025539210560561278, ""reg_lambda"": 4.739810499307139, ""subsample"": 0.7344540413469076}",5,4.046109926676996,3.4028450050542296,-0.09282984087847615,0.01822679072549104
1,goleiro,XGB,16,"{""colsample_bytree"": 0.6643393728882074, ""learning_rate"": 0.009613210406115657, ""max_depth"": 6, ""n_estimators"": 550, ""reg_alpha"": 0.006281505062889137, ""reg_lambda"": 0.011128819174605627, ""subsample"": 0.7930179634131491}",5,4.048874181656852,3.4124530515876317,-0.09384479421032617,0.01557116206421387
1,goleiro,XGB,58,"{""colsample_bytree"": 0.9186565261334181, ""learning_rate"": 0.004957440910297297, ""max_depth"": 6, ""n_estimators"": 1000, ""reg_alpha"": 0.41988357076504595, ""reg_lambda"": 0.11305201399703872, ""subsample"": 0.5628424664027989}",5,4.05753896765968,3.4188413501438633,-0.0985794901857032,0.011603360201039711
1,goleiro,XGB,56,"{""colsample_bytree"": 0.9682726059108973, ""learning_rate"": 0.003788240270303302, ""max_depth"": 8, ""n_estimators"": 800, ""reg_alpha"": 0.00038382998333558036, ""reg_lambda"": 0.0022943142751041196, ""subsample"": 0.9858468258753419}",5,4.060623274544378,3.4253702965698856,-0.10012917973156096,0.017347376421230406
1,goleiro,XGB,64,"{""colsample_bytree"": 0.6076851300895214, ""learning_rate"": 0.011227804513833603, ""max_depth"": 5, ""n_estimators"": 700, ""reg_alpha"": 0.002871073107828411, ""reg_lambda"": 0.04658745025094497, ""subsample"": 0.848038955591619}",5,4.065034194515278,3.4127574157908276,-0.10274433557392251,0.018494700106349595
1,goleiro,XGB,36,"{""colsample_bytree"": 0.8878286643885076, ""learning_rate"": 0.019469096724278347, ""max_depth"": 8, ""n_estimators"": 250, ""reg_alpha"": 2.9329328360091673, ""reg_lambda"": 8.633929564496423, ""subsample"": 0.7594151217490435}",5,4.06551046231253,3.4131601977111794,-0.10359854763571649,0.0068489806925142865
1,goleiro,XGB,39,"{""colsample_bytree"": 0.7057563909329474, ""learning_rate"": 0.012347566093322326, ""max_depth"": 4, ""n_estimators"": 900, ""reg_alpha"": 0.022552822868291172, ""reg_lambda"": 0.003609847874428303, ""subsample"": 0.91180708585307}",5,4.0727548897072055,3.4094354302256678,-0.10689765027271685,0.028902026337359932
1,goleiro,XGB,14,"{""colsample_bytree"": 0.9222831837832928, ""learning_rate"": 0.0030973627237326166, ""max_depth"": 8, ""n_estimators"": 1500, ""reg_alpha"": 0.05293598013799995, ""reg_lambda"": 0.05606127291979353, ""subsample"": 0.9383519990369678}",5,4.077943305888056,3.4335793492124305,-0.10954320880378603,0.01868068907547164
1,goleiro,XGB,1,"{""colsample_bytree"": 0.8420405397191644, ""learning_rate"": 0.052401111326278366, ""max_depth"": 2, ""n_estimators"": 650, ""reg_alpha"": 0.0441007577115268, ""reg_lambda"": 12.15616707960732, ""subsample"": 0.9933395576663315}",5,4.097495814299649,3.4275259393135187,-0.12202955589310763,0.024753355637545656
1,goleiro,XGB,17,"{""colsample_bytree"": 0.959278388414532, ""learning_rate"": 0.023096009833932004, ""max_depth"": 3, ""n_estimators"": 650, ""reg_alpha"": 0.06680326520081972, ""reg_lambda"": 0.02231492610622683, ""subsample"": 0.6971659897826612}",5,4.118131971709788,3.446566203183815,-0.13190041968511843,0.011481438966737399
1,goleiro,XGB,38,"{""colsample_bytree"": 0.5779561433009803, ""learning_rate"": 0.009227227478763743, ""max_depth"": 7, ""n_estimators"": 1400, ""reg_alpha"": 0.001983582302515068, ""reg_lambda"": 14.976717799289693, ""subsample"": 0.5445310226641595}",5,4.1219999327628765,3.443137069416261,-0.13497099016606856,0.015156255745947261
1,goleiro,XGB,2,"{""colsample_bytree"": 0.7143479268997908, ""learning_rate"": 0.007395679895504517, ""max_depth"": 8, ""n_estimators"": 1100, ""reg_alpha"": 5.759597024686567, ""reg_lambda"": 0.018139186678553524, ""subsample"": 0.6541326744481921}",5,4.140282999218936,3.467703541906367,-0.1444936583687831,0.003547776442773051
1,goleiro,XGB,37,"{""colsample_bytree"": 0.9478239086456597, ""learning_rate"": 0.03696796581742612, ""max_depth"": 3, ""n_estimators"": 450, ""reg_alpha"": 0.26060582779238295, ""reg_lambda"": 0.17090188783792123, ""subsample"": 0.8216686192899942}",5,4.142339891238896,3.457929209093429,-0.14561058895901965,0.00754293687504449
1,goleiro,XGB,53,"{""colsample_bytree"": 0.8153101680800319, ""learning_rate"": 0.02849473028555064, ""max_depth"": 5, ""n_estimators"": 500, ""reg_alpha"": 0.005280767254648216, ""reg_lambda"": 23.997015200433662, ""subsample"": 0.6188073074445128}",5,4.146205542383646,3.461175811299197,-0.14861836828345956,0.010499309338064635
